Stations,DireDawa,Ginir,Ameya,DebreWork,Mankush,Debark,Metema,NefasMewcha,Shahura,Alemaya,AwashArba,Gewane,Gambela,Tepi,Maji,Wolaita,Alemteferi,Elidar,Semera,AddisAbabaBoleE,Hosana,Nazeret,SholaGebeya,WolisoGiyon,Ziway,Robe
19960514,3.5,0,-99,-99,-99,0,-99,8.6,-99,-99,-99,15.8,-99,0,-99,1.1,-99,0,-99,-99,10,0,-99,1.7,0,2.4
19960515,0,0,-99,-99,-99,2.5,-99,8.2,-99,-99,-99,35.2,-99,2.9,-99,0,-99,0,-99,-99,8.5,0,-99,0,0,0.9
19960516,45.9,1.2,-99,-99,-99,4.3,-99,0,-99,-99,-99,11.5,-99,1.4,-99,6,-99,0,-99,-99,3.3,1.7,-99,11.8,2.7,1
19960517,1.4,6,-99,-99,-99,15.5,-99,22.5,-99,-99,-99,2.3,-99,19.6,-99,0.1,-99,21.3,-99,-99,20,23,-99,9.9,1.4,0
19960518,0.6,28.5,-99,-99,-99,3.6,-99,13,-99,-99,-99,1.6,-99,16.9,-99,39.7,-99,0,-99,-99,19.8,0,-99,0.1,0,4.8
19960519,0,18,-99,-99,-99,16.5,-99,9.5,-99,-99,-99,0,-99,0,-99,6.7,-99,1.8,-99,-99,0,1.5,-99,0,0.2,1.8
19960520,1.2,2.3,-99,-99,-99,7.9,-99,4.5,-99,-99,-99,0,-99,36.6,-99,9.4,-99,0,-99,-99,9.7,0,-99,0,0,0
19960521,1.7,0,-99,-99,-99,1.8,-99,5,-99,-99,-99,3,-99,0,-99,1.8,-99,0,-99,-99,0,14.7,-99,0,0.2,0.6
19960522,0,6,-99,-99,-99,0.7,-99,0,-99,-99,-99,0,-99,4.6,-99,15.8,-99,0,-99,-99,2.6,22.8,-99,0,23.2,7.9
19960523,0,17.1,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.1
19960524,1.1,0,-99,-99,-99,0.3,-99,6.2,-99,-99,-99,5.5,-99,2,-99,8.5,-99,0,-99,-99,13.3,0,-99,0,12.2,7.7
19960525,1.4,16.3,-99,-99,-99,2.4,-99,0,-99,-99,-99,0,-99,2.6,-99,8.2,-99,0,-99,-99,0,0,-99,0,0.3,0
19960526,0.9,4.1,-99,-99,-99,11.9,-99,0,-99,-99,-99,0,-99,0,-99,14.7,-99,0,-99,-99,5.3,2.7,-99,0,3.8,0.7
19960527,1.5,13.2,-99,-99,-99,0.7,-99,0,-99,-99,-99,0,-99,11.2,-99,13.3,-99,0,-99,-99,0,1.3,-99,0,0,0
19960528,0,0,-99,-99,-99,2.9,-99,0,-99,-99,-99,0,-99,0,-99,0.3,-99,0,-99,-99,1.3,0,-99,0,0,0
19960529,12.8,0,-99,-99,-99,2.5,-99,5.2,-99,-99,-99,0,-99,3.3,-99,0,-99,0,-99,-99,0,0,-99,9.8,0,0
19960530,13.5,25.1,-99,-99,-99,7.9,-99,5.6,-99,-99,-99,0,-99,1.4,-99,33.5,-99,0,-99,-99,6.9,47.5,-99,2.1,3.8,-99
19960531,0,1.4,-99,-99,-99,12.4,-99,9.6,-99,-99,-99,0,-99,8.2,-99,4.8,-99,0,-99,-99,4.2,0,-99,17.6,0.1,0
19960601,11.8,3.4,-99,-99,-99,11.1,-99,0,-99,-99,-99,0,-99,28.6,-99,0,-99,0,-99,-99,6.1,0,-99,6.4,0,0
19960602,0.3,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,4.8,-99,0,-99,-99,3.6,0,-99,4.5,0,0
19960603,1.6,3.2,-99,-99,-99,21.5,-99,6.2,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,2,0,-99,0.7,0,0
19960604,0,0,-99,-99,-99,1.5,-99,2.8,-99,-99,-99,0,-99,24.3,-99,0,-99,0,-99,-99,0.2,30.9,-99,4.3,0.8,3
19960605,2.2,25.2,-99,-99,-99,63.4,-99,22.5,-99,-99,-99,0,-99,42.1,-99,25.7,-99,0,-99,-99,12.6,30.2,-99,42.5,2.2,16.9
19960606,23.2,1.8,-99,-99,-99,2.1,-99,7.7,-99,-99,-99,11.8,-99,27.5,-99,25,-99,0,-99,-99,11.6,5.2,-99,16,7.3,15.8
19960607,0,1.5,-99,-99,-99,1.2,-99,12.8,-99,-99,-99,1.4,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19960608,0,0.6,-99,-99,-99,4.8,-99,5.3,-99,-99,-99,0,-99,8.7,-99,38.3,-99,0,-99,-99,15,9.7,-99,16.4,0.8,0
19960609,0,2.6,-99,-99,-99,9.5,-99,2.2,-99,-99,-99,0,-99,0,-99,0.4,-99,0,-99,-99,2.6,9.5,-99,18.5,10.9,1.1
19960610,0,0,-99,-99,-99,15.5,-99,0,-99,-99,-99,0,-99,0,-99,7,-99,0,-99,-99,6.2,0,-99,6.8,0,0
19960611,0.5,20.2,-99,-99,-99,14.5,-99,5.1,-99,-99,-99,0,-99,0,-99,14,-99,0,-99,-99,6.8,0.1,-99,0,11.5,6.7
19960612,2,1,-99,-99,-99,6.7,-99,1.8,-99,-99,-99,0,-99,0.4,-99,0,-99,0,-99,-99,3.1,0,-99,44.4,0,10.3
19960613,0,1.6,-99,-99,-99,124.8,-99,6.5,-99,-99,-99,0,-99,0.6,-99,48.5,-99,0,-99,-99,2.4,0,-99,3.3,3.3,5.4
19960614,0,0,-99,-99,-99,0.2,-99,8.7,-99,-99,-99,0,-99,10,-99,0.2,-99,0,-99,-99,1.5,0,-99,6.3,0.5,0
19960615,2.6,4.5,-99,-99,-99,1.4,-99,1.4,-99,-99,-99,0,-99,56.6,-99,26.1,-99,0,-99,-99,1.8,0,-99,7.9,2,5.9
19960616,0,0.3,-99,-99,-99,0.3,-99,3.2,-99,-99,-99,0,-99,0.6,-99,12.3,-99,0,-99,-99,10.6,6.7,-99,5.6,31.8,1.4
19960617,0,3.3,-99,-99,-99,0,-99,3,-99,-99,-99,0,-99,1.4,-99,11.6,-99,0,-99,-99,5.6,14.4,-99,4,0.2,7.7
19960618,0,11.2,-99,-99,-99,3,-99,0.2,-99,-99,-99,0,-99,29.5,-99,8,-99,0,-99,-99,2,0,-99,12.8,0.2,4.3
19960619,0,0,-99,-99,-99,1.7,-99,2,-99,-99,-99,0,-99,4.8,-99,0.9,-99,0,-99,-99,2.9,0,-99,0,0,0
19960620,0,0,-99,-99,-99,1.7,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,11.9,0.3,0
19960621,0.5,0,-99,-99,-99,0,-99,2.7,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0.1,0,0
19960622,0,0,-99,-99,-99,7.6,-99,3.4,-99,-99,-99,0,-99,3.8,-99,0.4,-99,0,-99,-99,0,10.2,-99,7.5,0,1.1
19960623,0,0,-99,-99,-99,10.3,-99,0,-99,-99,-99,0,-99,13.9,-99,0,-99,0,-99,-99,7.4,0,-99,34.4,12.2,0
19960624,9.8,0,-99,-99,-99,11.6,-99,2.2,-99,-99,-99,0,-99,3.8,-99,0,-99,0,-99,-99,2.2,0,-99,0.7,0.6,0.8
19960625,2.2,0,-99,-99,-99,3.8,-99,3.4,-99,-99,-99,0,-99,6.7,-99,63,-99,0,-99,-99,2.6,3.3,-99,0.6,25.7,26.2
19960626,8,0,-99,-99,-99,0.2,-99,5.1,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,13.2,18.1,0.4
19960627,0,0,-99,-99,-99,0.7,-99,0,-99,-99,-99,0,-99,0,-99,14.8,-99,0,-99,-99,0,0,-99,0.5,0,3
19960628,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,9.7,0,0
19960629,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19960630,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19960701,0,0,-99,-99,-99,0.9,-99,1.3,-99,-99,-99,0,-99,5.9,-99,0,-99,0,-99,-99,0,0,-99,0.4,0,0
19960702,0,0,-99,-99,-99,2.1,-99,1.2,-99,-99,-99,0,-99,23,-99,0,-99,0,-99,-99,5,0,-99,15.2,1.9,0.4
19960703,0,0,-99,-99,-99,0,-99,1.6,-99,-99,-99,4.9,-99,0,-99,0,-99,0,-99,-99,6.4,11.9,-99,0,0,0
19960704,0,0,-99,-99,-99,2.9,-99,0.6,-99,-99,-99,0,-99,14.4,-99,0,-99,0,-99,-99,0,0,-99,18.4,1.4,0
19960705,0,0,-99,-99,-99,6.2,-99,32.5,-99,-99,-99,0,-99,2.6,-99,0,-99,0,-99,-99,1.4,0,-99,11.9,0,6.3
19960706,36.2,0,-99,-99,-99,14.2,-99,24.5,-99,-99,-99,27.5,-99,0,-99,0,-99,0,-99,-99,0,12.8,-99,6.8,0,0
19960707,0,0,-99,-99,-99,19.5,-99,2,-99,-99,-99,0,-99,46.4,-99,1.6,-99,0,-99,-99,0,1.2,-99,26.8,0,7.6
19960708,0,0,-99,-99,-99,10.4,-99,11.6,-99,-99,-99,18.5,-99,0,-99,0,-99,0,-99,-99,25.6,2.6,-99,1.6,3.1,0
19960709,30.9,0,-99,-99,-99,0.8,-99,20,-99,-99,-99,29.4,-99,0,-99,25.2,-99,0,-99,-99,3.8,42.4,-99,8.5,35,0
19960710,0,0,-99,-99,-99,0,-99,12,-99,-99,-99,9.5,-99,0.9,-99,0,-99,0,-99,-99,0,0,-99,0,0,1.3
19960711,1.8,0,-99,-99,-99,10.8,-99,0.8,-99,-99,-99,1,-99,0.4,-99,5.8,-99,4.2,-99,-99,1.5,0.2,-99,1.3,0,16.1
19960712,0,6.5,-99,-99,-99,30,-99,23.4,-99,-99,-99,25.8,-99,8.4,-99,16.8,-99,0,-99,-99,6.6,25,-99,7.8,2.8,7.7
19960713,0.8,0.1,-99,-99,-99,0.9,-99,2,-99,-99,-99,3.5,-99,26.7,-99,7,-99,0,-99,-99,42.3,0.2,-99,0.3,11.5,1.3
19960714,0,0,-99,-99,-99,7.2,-99,3.8,-99,-99,-99,0,-99,2,-99,10.7,-99,0,-99,-99,0.6,0,-99,5.4,0,0
19960715,0.4,0,-99,-99,-99,0,-99,-99,-99,-99,-99,6.5,-99,3.3,-99,1.9,-99,0,-99,-99,0,8.9,-99,17.3,3.3,4.6
19960716,0,14.4,-99,-99,-99,40.5,-99,5.2,-99,-99,-99,0,-99,4.1,-99,49.5,-99,0,-99,-99,12.4,33.4,-99,0.3,37.7,7.8
19960717,68.3,0.5,-99,-99,-99,26.6,-99,17.2,-99,-99,-99,7.7,-99,1.7,-99,5.3,-99,0.9,-99,-99,0.3,37,-99,24.7,0,3.3
19960718,10.4,0,-99,-99,-99,0.4,-99,22,-99,-99,-99,13.8,-99,6.4,-99,20,-99,0,-99,-99,1.6,3.6,-99,26,0,5.8
19960719,0,0.1,-99,-99,-99,3.7,-99,6.2,-99,-99,-99,0,-99,0,-99,7,-99,0,-99,-99,0,0.3,-99,0.9,4.2,0.8
19960720,0,0,-99,-99,-99,2.1,-99,10,-99,-99,-99,0,-99,1.1,-99,0.8,-99,0,-99,-99,8.6,0,-99,68.3,0,0.5
19960721,5.5,0,-99,-99,-99,1.7,-99,8.6,-99,-99,-99,0,-99,1.2,-99,6.5,-99,0,-99,-99,0,13.7,-99,0,1.3,1.5
19960722,0,0,-99,-99,-99,2.1,-99,7.6,-99,-99,-99,0,-99,1.6,-99,2.7,-99,0,-99,-99,8,6.6,-99,18.4,13.2,0
19960723,35.2,0,-99,-99,-99,2.8,-99,37.9,-99,-99,-99,2.5,-99,0,-99,4.6,-99,0,-99,-99,0.8,7.6,-99,3.3,0,2.3
19960724,0,0,-99,-99,-99,9.5,-99,17.9,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,24.2,2.2,-99,2.7,0,1
19960725,0,0,-99,-99,-99,0,-99,2.8,-99,-99,-99,0,-99,0,-99,0.7,-99,4.5,-99,-99,3.6,0,-99,13.2,0,7.2
19960726,0,0,-99,-99,-99,0.9,-99,19.9,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,4.5,0,-99,0.3,0.5,2.9
19960727,0,0,-99,-99,-99,23.7,-99,13.6,-99,-99,-99,0,-99,1.1,-99,0,-99,0,-99,-99,0,1.7,-99,6.6,6.1,0
19960728,0,0,-99,-99,-99,2.3,-99,3.1,-99,-99,-99,0,-99,8.4,-99,0.7,-99,0,-99,-99,1.2,3.7,-99,13.6,2.1,0
19960729,0,0,-99,-99,-99,14.2,-99,6.8,-99,-99,-99,0,-99,16.4,-99,21.7,-99,0,-99,-99,26.3,0,-99,15,2.4,26.6
19960730,0,0,-99,-99,-99,3,-99,11.5,-99,-99,-99,0,-99,1.3,-99,0.6,-99,0,-99,-99,0,0.2,-99,0.6,0.7,0
19960731,0,1.8,-99,-99,-99,3.1,-99,5.7,-99,-99,-99,0,-99,3.9,-99,13.9,-99,0,-99,-99,2,5,-99,16.8,8.2,3.7
19960801,0,0,-99,-99,-99,10.9,-99,4.6,-99,-99,-99,0,-99,1.9,-99,6.5,-99,0,-99,-99,3.4,0,-99,1.6,12.3,0.3
19960802,0,0,-99,-99,-99,6.5,-99,20.2,-99,-99,-99,0,-99,58.4,-99,0,-99,0,-99,-99,0,0,-99,5.7,0.7,12.8
19960803,0,0,-99,-99,-99,14.2,-99,1,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,6.8,0,-99,0.5,14.9,0
19960804,6.1,0,-99,-99,-99,3,-99,11.2,-99,-99,-99,4.8,-99,0,-99,2,-99,0,-99,-99,0,3.2,-99,0.1,0,3.2
19960805,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,2.1,-99,30.6,-99,0,-99,-99,0,0,-99,0,0,0.3
19960806,9.6,0,-99,-99,-99,18.5,-99,6.2,-99,-99,-99,7,-99,22.4,-99,7.2,-99,0,-99,-99,11,26.6,-99,30.7,17,2.6
19960807,0.1,0,-99,-99,-99,2,-99,22.4,-99,-99,-99,3.4,-99,0,-99,0,-99,0,-99,-99,1.5,0,-99,0,0,0
19960808,0.5,0,-99,-99,-99,5.1,-99,13.2,-99,-99,-99,24.3,-99,0,-99,0,-99,1.2,-99,-99,4.2,0,-99,0.8,0,2.6
19960809,3.3,0,-99,-99,-99,32.1,-99,5.8,-99,-99,-99,6.8,-99,24.6,-99,0.9,-99,0,-99,-99,0.7,0,-99,3.1,0.4,0
19960810,7.3,0,-99,-99,-99,12.6,-99,9.8,-99,-99,-99,19.8,-99,5.5,-99,11.3,-99,0,-99,-99,2.1,35.4,-99,20.6,3.9,0.4
19960811,0,0,-99,-99,-99,6.1,-99,14.3,-99,-99,-99,1,-99,0.6,-99,3.6,-99,0,-99,-99,11,8.4,-99,4.6,2.7,4.7
19960812,0.3,0,-99,-99,-99,5.1,-99,0.8,-99,-99,-99,0,-99,2.8,-99,1,-99,0,-99,-99,0,0,-99,7.2,0,0
19960813,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,2,-99,19,-99,0,-99,-99,16.1,0.5,-99,3.5,9.1,0
19960814,0,0,-99,-99,-99,8.9,-99,0.2,-99,-99,-99,0,-99,0.8,-99,2.7,-99,0,-99,-99,0,0,-99,46.2,0.3,5.7
19960815,4.3,0,-99,-99,-99,5.2,-99,6.6,-99,-99,-99,14.3,-99,0,-99,20.6,-99,0,-99,-99,0.7,16.5,-99,21.1,0,8.5
19960816,0,0,-99,-99,-99,3.7,-99,8.2,-99,-99,-99,0,-99,5.2,-99,1,-99,0,-99,-99,21.8,3.5,-99,3,0,8.2
19960817,0,0,-99,-99,-99,0.4,-99,4.3,-99,-99,-99,0,-99,12.5,-99,5,-99,0,-99,-99,5.4,0,-99,15.1,0,0
19960818,0,0,-99,-99,-99,4.4,-99,1.1,-99,-99,-99,0,-99,5.7,-99,0,-99,0,-99,-99,0,0,-99,8.4,0.5,0.7
19960819,11.4,0,-99,-99,-99,9.9,-99,35.6,-99,-99,-99,0.2,-99,4.5,-99,17.9,-99,0,-99,-99,0,20.7,-99,25.4,23.8,0.9
19960820,5,21,-99,-99,-99,26.5,-99,22.9,-99,-99,-99,9.5,-99,0.8,-99,14.2,-99,18.2,-99,-99,2.9,33.5,-99,16.8,3.4,2.3
19960821,14.6,1.1,-99,-99,-99,8,-99,15.2,-99,-99,-99,0,-99,4.6,-99,6.5,-99,0,-99,-99,5.1,0,-99,5.7,4.5,0.2
19960822,0,0,-99,-99,-99,2,-99,0.8,-99,-99,-99,0,-99,0,-99,9.7,-99,4,-99,-99,0.2,6.5,-99,0,0.1,0.6
19960823,12,0,-99,-99,-99,11.2,-99,29,-99,-99,-99,1.2,-99,2.3,-99,17.5,-99,0,-99,-99,0,0,-99,0.3,23.5,1.1
19960824,33.6,18.6,-99,-99,-99,4.7,-99,8.5,-99,-99,-99,0,-99,0.3,-99,5.5,-99,0.2,-99,-99,4,22.4,-99,8.3,0,3.9
19960825,0,2,-99,-99,-99,5.7,-99,0,-99,-99,-99,0,-99,2.2,-99,26,-99,0,-99,-99,6.1,0,-99,0,7,5.8
19960826,0.7,0,-99,-99,-99,6.9,-99,5,-99,-99,-99,0,-99,0,-99,0,-99,10,-99,-99,8.1,0,-99,0,0,0.5
19960827,2.3,0,-99,-99,-99,7.5,-99,6.7,-99,-99,-99,0,-99,10.3,-99,12,-99,0,-99,-99,2.3,0,-99,0.2,0.4,3.3
19960828,0.4,0,-99,-99,-99,0,-99,4,-99,-99,-99,0,-99,1.2,-99,0,-99,0,-99,-99,0.3,0,-99,1.3,1.6,7.1
19960829,18.3,3.8,-99,-99,-99,0.5,-99,2.3,-99,-99,-99,0,-99,0.4,-99,0,-99,1.2,-99,-99,8,33.2,-99,2.1,27.2,4.9
19960830,7.1,0,-99,-99,-99,2.5,-99,7.7,-99,-99,-99,0,-99,0.4,-99,5.5,-99,0,-99,-99,7.5,0,-99,33.3,8.7,0.3
19960831,18.5,0,-99,-99,-99,0.6,-99,5.2,-99,-99,-99,0,-99,0.7,-99,0,-99,0,-99,-99,0.4,39.6,-99,3.5,0,-99
19960901,0,0,-99,-99,-99,4.7,-99,0.8,-99,-99,-99,0.5,-99,17.3,-99,18.2,-99,0,-99,-99,0,0.2,-99,6.4,7.4,-99
19960902,0,0,-99,-99,-99,3.4,-99,10.7,-99,-99,-99,5.5,-99,0,-99,3.8,-99,0,-99,-99,5.8,12,-99,0.7,27.7,-99
19960903,0,0.4,-99,-99,-99,7.8,-99,0,-99,-99,-99,0,-99,10.3,-99,1.7,-99,0,-99,-99,8.3,0,-99,1.1,0.3,-99
19960904,1.4,0,-99,-99,-99,2.3,-99,1.9,-99,-99,-99,1,-99,0.4,-99,1.3,-99,0,-99,-99,0,6.3,-99,5.1,7.7,3.1
19960905,4.2,0,-99,-99,-99,13.5,-99,10.2,-99,-99,-99,2.3,-99,0,-99,1,-99,29.6,-99,-99,2.6,17.6,-99,2.9,0.2,0
19960906,0,1.2,-99,-99,-99,0,-99,0,-99,-99,-99,2,-99,8.7,-99,0,-99,0,-99,-99,1.5,0,-99,2.8,0,0.3
19960907,0,3.6,-99,-99,-99,0,-99,2,-99,-99,-99,3,-99,0,-99,6.4,-99,0,-99,-99,6.4,0,-99,0.6,4.6,-99
19960908,0,0,-99,-99,-99,1.1,-99,1.5,-99,-99,-99,0,-99,7.5,-99,0,-99,0,-99,-99,3.7,0.1,-99,0,0.2,-99
19960909,0,1.1,-99,-99,-99,4.7,-99,0.1,-99,-99,-99,0,-99,1.2,-99,1.2,-99,0,-99,-99,0.5,4.7,-99,2.7,22.8,0.2
19960910,47.1,0.8,-99,-99,-99,26,-99,0,-99,-99,-99,0,-99,0,-99,7.5,-99,17.4,-99,-99,17.3,30.5,-99,6.2,6.6,0.8
19960911,1.5,0,-99,-99,-99,3.4,-99,12.2,-99,-99,-99,0,-99,0.8,-99,7.8,-99,0,-99,-99,0,0,-99,1.6,0,18.3
19960912,0,0,-99,-99,-99,15.8,-99,7.2,-99,-99,-99,0,-99,30,-99,0,-99,0,-99,-99,13.4,0,-99,4.4,0,1.4
19960913,0,8.3,-99,-99,-99,7.1,-99,3.1,-99,-99,-99,0,-99,0,-99,17.8,-99,0,-99,-99,8.7,14.5,-99,3.5,0,0.3
19960914,0,6.9,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,1.5,-99,23.4,-99,7.1,-99,-99,0,0,-99,0,10.4,-99
19960915,0,13.4,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,24.3,-99,1,-99,0,-99,-99,8,0,-99,0,0,-99
19960916,0.5,2.5,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0.8,-99,3.3,-99,0,-99,-99,0,0,-99,7.2,0,5.6
19960917,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,16.3,-99,1.4,-99,0,-99,-99,0,0,-99,1.3,0,0
19960918,0,0,-99,-99,-99,0.1,-99,0,-99,-99,-99,0,-99,0,-99,49.3,-99,0,-99,-99,0.5,0,-99,3.2,0,0
19960919,0,0,-99,-99,-99,0,-99,2,-99,-99,-99,3,-99,0,-99,0.1,-99,0,-99,-99,0,3.3,-99,12.4,0,14.4
19960920,0,0,-99,-99,-99,8.4,-99,0,-99,-99,-99,0,-99,14.2,-99,34.3,-99,0,-99,-99,27.5,0.3,-99,7,10.6,4.4
19960921,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,3.7,-99,0,-99,0,-99,-99,12.5,3.3,-99,3.7,1.5,2.5
19960922,0,0,-99,-99,-99,0.9,-99,3.4,-99,-99,-99,0,-99,36.3,-99,0,-99,0,-99,-99,0,0.7,-99,4.8,0,0
19960923,0.2,0.8,-99,-99,-99,5.8,-99,1.1,-99,-99,-99,0,-99,0.7,-99,0,-99,0,-99,-99,0,0,-99,4.6,0,0
19960924,0,11.9,-99,-99,-99,6.8,-99,0,-99,-99,-99,0,-99,0,-99,2,-99,0,-99,-99,4.2,0,-99,15.5,4.8,5.7
19960925,0,1.3,-99,-99,-99,0,-99,2.9,-99,-99,-99,0,-99,0,-99,0.4,-99,0,-99,-99,0,0,-99,0,0.2,1.4
19960926,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,7.7,-99,3.4,-99,0,-99,-99,0,0,-99,0,0,1.5
19960927,0,2.6,-99,-99,-99,0,-99,1,-99,-99,-99,0,-99,13,-99,0.3,-99,0,-99,-99,4.7,0,-99,0.3,0,0.3
19960928,0,0.7,-99,-99,-99,0,-99,15.4,-99,-99,-99,0,-99,0.8,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19960929,0,1.2,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,5,-99,0.1,-99,0,-99,-99,0,0,-99,0,0,6.3
19960930,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,23.8,-99,0.2,-99,0,-99,-99,0,0.4,-99,14.2,1.4,13.1
19961001,0,0.7,-99,-99,-99,1.8,-99,0.3,-99,-99,-99,0,-99,16.5,-99,0,-99,0,-99,-99,3.4,0,-99,2.6,0,7.3
19961002,0,0,-99,-99,-99,0,-99,2.2,-99,-99,-99,0,-99,6.3,-99,0.8,-99,9,-99,-99,0,0,-99,0,0,0
19961003,0,6.2,-99,-99,-99,5,-99,0,-99,-99,-99,0,-99,0,-99,0.8,-99,0,-99,-99,2,0,-99,0,0,0
19961004,0,5.6,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,5.1,-99,0.3,-99,0,-99,-99,0,0,-99,0,0,0
19961005,0,3.7,-99,-99,-99,2.6,-99,0.1,-99,-99,-99,0,-99,26.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,1.7
19961006,0,0.2,-99,-99,-99,2.1,-99,0,-99,-99,-99,0,-99,46.9,-99,9.5,-99,0,-99,-99,1.2,0,-99,0.1,0,0.1
19961007,0,8.3,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,6.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.3
19961008,0,14.5,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,5.2,-99,5.1,-99,0,-99,-99,0,0,-99,0,0,2.8
19961009,1,9.5,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,6.5,-99,1.3,-99,0,-99,-99,0,0,-99,0,0,0.1
19961010,0,4.6,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,25.1,-99,0.9,-99,0,-99,-99,0,0,-99,0,0,8.5
19961011,0,0.4,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,2.1,-99,2.8,-99,0,-99,-99,0,0,-99,0,0,0
19961012,0,1.8,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961013,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961014,0,5.5,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.6
19961015,0,1.5,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961016,0,0.8,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,6.6,-99,0,-99,4.9,-99,-99,0,0,-99,0,0,3.3
19961017,0,3.6,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,4.2,-99,1.4,-99,0,-99,-99,0,0,-99,0,0,8.5
19961018,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,7.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.8
19961019,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0.7,-99,5.9,-99,0,-99,-99,0,0,-99,0,0,0.2
19961020,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961021,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,11.8,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961022,0,1.8,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961023,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0.5,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961024,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961025,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961026,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961027,0,15.8,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961028,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961029,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961030,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961031,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961101,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
